sample,analysis_type_uid,PC1,PC2,PC3
B8a-B1ir-B1iq-B19bw-B8j-B8i-B8k,1576986,0.24868586468918866,0.00020323672719230936,-0.0
B8a-B1gb-B8f-B8i-B1ga-B1is,1576988,-0.12390992306051825,-0.08764379660971704,-0.0
B8a-B1is-B8f-B8l-B8i,1576989,-0.12477594162867044,0.08744055988252473,-0.0
proportion_explained,0,0.8582046200330786,0.14179537996692138,0.0
