sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A2ba	5624222_A	5624223_A	5624224_A	B8a	B8f	B1gb	B8i	B1is	B1ga	B1ir	2541448_B	51043_B	698733_B	B1iq	B8j	B8l	B19bw	5624220_B	B8k	2541383_B	2541329_B	5624208_B	5624209_B	5624217_B	B8h	2541307_B	3690898_B	5624210_B	2541457_B	5624211_B	3690660_B	5624227_B	5624226_B	5624212_B	5624785_B	2541615_B	2541392_B	5624228_B	5624214_B	5624213_B	5624229_B	5624215_B	5624216_B	B8d	3691359_B	4349209_B	3692159_B	5624218_B	B8	3691003_B	2546212_B	5624221_B	3690876_B	5624219_B	5625024_B	5624230_B	2541475_B	324133_B	5624283_B	5624225_B	5625068_B	5624331_B
256416	CE_2.1	CE21_R1_001.fastq.gz	5979d23709687a5c492fbb0fde5115f62fd945855d9d27cc895193aef0c125b0	CE21_R2_001.fastq.gz	5b50772af8861128ef4f1af40e44d6229d401f1ba82be303125e65d12c62b99f	1339	20251018T223211_spencow1	2.2418759400209654	1.2454218130440728	0.008167357914406818	1.026726220318126	0.006107287726174741	0.0001914224511189098	4.55767740759309e-05	0.21850417027482794	0.002014493414156146	1.0	0.00012761496741260653	0	0.09334123330750649	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.6348753475229023	0.0873342144842988	0.0764504808349665	0.04666150129893806	0.02424684380839524	0.03709037874299257	0	0.016480561505856615	0.022952463424638803	0.011084271455266395	0	0	0	0	0.009106239460370995	0	0.0064263251447062575	0.007055284626954104	0	0	0	0	0	0	0	0	0	0.010327697005605943	0	0.00990839068410738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256420	EE_2.1	EE21_R1_001.fastq.gz	0e1657d5ee06f88bcd0e46a8f8112b91db8d5b78b5a4a67876009727a3a801be	EE21_R2_001.fastq.gz	09baad511b7d3d1ece8e39423004427034ad6d140c30091195b79537a73c4b21	1339	20251018T223211_spencow1	1.821917808219178	1.163059854218011	0.007376185458377239	1.0356965574898327	0.006339861881580437	0.000252549443084935	6.966881188549931e-05	0.1271107472850935	0.0009666547649113029	1.0	0.00011321181931393638	0	0.09672643670153011	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.6765364150171124	0.04148777747781484	0.09393968422611013	0.03277046739064174	0.018671241585313813	0.03986797760147698	0	0.017356242760975017	0.0177132954218882	0.015292304208867099	0	0	0	0	0	0	0.006679497339522246	0.009788468069912652	0	0	0	0	0	0	0	0	0	0	0.025498785150092747	0	0	0.004397843750272144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256419	DE_2.4	DE24_R1_001.fastq.gz	d166256862d977800bec28235e106536485ba4da916004d3d10385ee8d081844	DE24_R2_001.fastq.gz	4f721b35285823806a3a2a35941f2d97ce7f6dfd95d5eef917e36b2089e023dc	1339	20251018T223211_spencow1	2.3136338891209944	1.2676769594996644	0.009330649347360958	1.0455391393520452	0.007026472710699229	0.00021522529023763404	6.330155595224531e-05	0.22192259485738158	0.002240875080709484	1.0	0.00016458404547583778	0	0.10553635408358339	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.5864635952751719	0.08174762935672959	0.10362464709382557	0.035005760441591656	0.03915834251205895	0.048463671237039006	0	0.015559522453061896	0.030004937521364274	0.017927000645675872	0	0	0	0	0	0	0.0060642890602251006	0.010533378910453618	0	0	0	0	0.017737095977819136	0	0	0	0	0	0	0	0	0.007710129514983478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256414	BE_2.1	BE21_R1_001.fastq.gz	19804e29a9b345ddd0310a0268b07ec75103728c662430b2e3c868026f60e487	BE21_R2_001.fastq.gz	ccc5f0b58828149a006dd11bb666621c63dbee0b76f1eba12c6a2494d26951b5	1339	20251018T223211_spencow1	2.3330044355933737	1.2297456322983615	0.008662985425907486	1.0388521770616457	0.006399927582149	0.0003168280981261881	9.052231375033946e-05	0.19057662713858967	0.002172535530008147	1.0	0.00012673123925047524	0	0.09774599438761655	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.6598261971575994	0.06059563682447723	0.055327238164207475	0.0487462659545578	0.026441567846474157	0.04263600977640988	0	0.01807730605594279	0.016411695482936545	0.01390422739205214	0.008681089888657553	0	0	0	0.02721100751335204	0	0.005965420476147371	0.0083733140219064	0	0	0	0	0	0	0	0.0078030234452792615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256418	DE_2.1	DE21_R1_001.fastq.gz	49cee276e90386b88a493759a0ede84c8dccd064a5aaa5955037e4fa06008459	DE21_R2_001.fastq.gz	65fad680d2fddeebefd2afa3facc6a13c77ea7a47f9381a0b8531d508f5b1479	1339	20251018T223211_spencow1	1.428354825634636	1.0832269977331752	0.006620329365138937	1.039977181631213	0.005959797637097863	9.007250836923724e-05	2.502014121367701e-05	0.04315974359359284	0.0006355115868273961	1.0	7.005639539829563e-05	0	0.1065507733725649	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.5985318181135815	0.07687188186490125	0.10163181360995602	0.033186715305821186	0.03954183117409515	0.04368516655908006	0	0.01667342210479436	0.02041643523036044	0.018264703085984216	0	0	0	0	0	0	0.009032270978137401	0.014171407983426658	0	0	0	0	0.015357362676954948	0	0	0.00784631628460911	0	0	0	0	0	0.00478885502829778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256417	CE_2.4	CE24_R1_001.fastq.gz	27740e0304baeabe7ebb23a3ed4039d1db17f0a3faeae319d8d4de192a0e2d4a	CE24_R2_001.fastq.gz	0161302338bc5a65552f4c6e0e6d8981cda1323f5de721537dbefd8766e1930e	1339	20251018T223211_spencow1	3.4405763151953037	1.4406609844208624	0.010710657033190336	1.025711221494694	0.007535561074734703	0.0001411153759313615	4.2334612779408445e-05	0.41480864755023705	0.003132761345676225	1.0	0.00021167306389704223	0	0.10901162790697676	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.6371923684804697	0.05046285843305487	0.08349796793858659	0.04885414314743734	0.027489275231429217	0.04349175886204561	0	0.020616956423571912	0.015960149017836985	0.012107699254910814	0	0	0	0	0.007606118762700384	0	0.008001241815308195	0.008085911040867012	0	0	0	0	0	0	0	0	0	0.015282795213366448	0	0.014732445247234138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066183111311808535	0	0	0
256415	BE_2.4	BE24_R1_001.fastq.gz	b6f73c4f146645eaf89c74435abd5262fd2c76a758549786721d2e26c9d445e2	BE24_R2_001.fastq.gz	5ba42fda68c320599afe917d9944d4f31537fa629e017033231c8b25ab8097c8	1339	20251018T223211_spencow1	9.126855814444973	2.275637977492471	0.02245469435198394	1.0317535795424526	0.009563058065197865	0.0003698420246209119	0.00010566914989168912	1.2435145559253975	0.012785967136894383	1.0	0.0006340148993501347	0	0.06799809795530194	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.6303164791039256	0.08649019918634755	0.04554340360331801	0.04971733502403973	0.02514925767422201	0.038040893961008085	0	0	0	0	0.02108099540339198	0.02176784487768796	0.01389549321075712	0	0.03307444391609869	0	0	0	0	0	0.019073281555449885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01585037248375337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256421	EE_2.4	EE24_R1_001.fastq.gz	bffdaee77442f9b2ad6d4905b3ba9053b451902243295e7910f33f7d4e62d384	EE24_R2_001.fastq.gz	ac790370d29694f6f5abaf260390ee0f304386b5023dbe9210394841a45b2e1a	1339	20251018T223211_spencow1	1.9675779831885838	1.1876623195286102	0.009010770104349931	1.0501456803224516	0.007586547143641729	0.00013962970203021586	4.654323401007196e-05	0.13737700950412837	0.00137767972669813	1.0	0.00014893834883223026	0	0.18930064136576466	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.5055712251110056	0.13365355078332264	0.09278859132247945	0.027423273478734397	0.03205897958613756	0.019203738352555687	0	0.03749522931851397	0.029685274651623895	0.037681402254554255	0	0	0	0	0	0	0.012669068297541587	0	0	0	0	0	0	0	0	0.013925735615813528	0	0	0	0	0	0.005966842600091225	0	0	0.020153220326361156	0	0	0.018012231561897848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008294004300594822	0	0	0	0	0.0054176324387723756	0
256413	AE_2.4	AE24_R1_001.fastq.gz	c65adab8cdd428a6adea358acbcb9d32f742320c614c7776ea9e9f628387ab0b	AE24_R2_001.fastq.gz	319ac85fbfc76e2062999862ebb2e140450f6d627dc34ecb04763f2c30f2af9e	1339	20251018T223211_spencow1	1.294260038480189	1.044095793771215	0.008169218977302946	1.039555600744576	0.008008884856637833	0.0	0.0	0.004540193026638928	0.00016033412066511287	1.0	0.00012904941419387132	0	0.21947003707237722	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.4161726290103083	0.023017722786215958	0	0.032649501791049446	0	0	0.10819033615417104	0	0	0.005337953041655586	0.05503370927122276	0.0375846642368878	0	0.04486226907976036	0	0.03131990176602168	0	0	0.022712696898121353	0.018117755635157752	0.007473134258317821	0.01633843795460589	0	0.016725586197187507	0.01595911088864209	0	0.01256472023651238	0	0	0	0.011692659043626524	0	0.010562499022352923	0	0	0.009217256644089537	0.008927873109230553	0	0.007907209560606298	0.008431228393999594	0.007825087206119288	0.005846329521813262	0	0.00818095074222966	0.008235698978554334	0.007535703671260305	0.007559167201113735	0.0077038589685432275	0	0.007207214253312269	0.0067301224796258345	0.005510018927247415	0	0.006866993070437517	0	0	0	0	0
256412	AE_2.1	AE21_R1_001.fastq.gz	1b64ddf81986725637e7619619d59d57c0f8c40ec3166735c4cae80298187567	AE21_R2_001.fastq.gz	2416a5c60866a334e835744d0fc3513861349faf5d6068e05fe32a35c4139efa	1339	20251018T223211_spencow1	1.3507779128253028	1.0649374504156295	0.008844093060337585	1.0398863516455172	0.00836730147688147	0.00010161132106441767	2.7356894132727833e-05	0.024949487449047784	0.00044943468932338583	1.0	0.00012506008746389867	0	0.2205630048812515	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Malacalcyonacea	Plexauridae	Eunicea	flexuosa	0E-8	0E-8	2025	0	0	0	0	0	0.418673815935	0.02216690050297604	0	0.030549834490790496	0	0	0.11077978872661474	0	0	0	0.051919476936184185	0.037080315933045956	0	0.04328251464570868	0	0.03151905016863571	0	0	0.02549662533170234	0.01799302008386842	0.007742001039561977	0.016808857380694632	0	0.016148383793775915	0.01589435549111487	0	0.013162574205575334	0	0	0	0.01279911832638338	0	0.010118142701376051	0	0	0.009449852858990844	0.009418587837124869	0	0.009008234425133951	0.008449372159279654	0.008742481739273167	0.010501139219234241	0	0.007374637032636775	0.007233944434239889	0.007913958659824838	0.007714644145429249	0.007261301328372617	0	0.006366340077459092	0.006315534416926883	0.00539321627188063	0	0	0.0067219797011845535	0	0	0	0
